puisi,title,author,puisi_with_header
"Aku berdiri di atas sayup-sayup senja 
 Mencari cinta dan ketulusan yang sesungguhnya 
 Di keindahan gerimis senja yang memberiku setetes harapan 
 Aku mengenalmu karena cinta 
 Aku mencarimu karena cinta 
 Aku bersamamu juga karena cinta 
 Dan jika aku harus merelakanmu karena cinta, aku pun juga harus rela 
 Mungkin bahagiamu bukan untukku 
 Cintamu tak tercipta untukku 
 Dan hatimu tercipta hanya untuk Dia 
 Orang yang selalu mendapatkan perhatian darimu 
 Sesungguhnya aku tak pernah menyangka kau lakukan ini padaku 
 Kau tega menduakanku dan tak pernah mengakuiku 
 Apa tak pernah kau bayangkan betapa sakitnya aku tak pernah kau anggap 
 Sepenuhnya aku mengerti, kau tak akan bisa mencintaiku seperti kau mencintainya 
 Aku juga tak akan pernah memaksamu untuk kembali ke pelukanku 
 Karena aku tau cinta itu tak harus memiliki, 
 Tapi percayalah... 
 Sepenuh hati ini, sepenuh raga ini, hanya milikmu 
 Aku akan selalu mencintaimu 
 Hingga mata terpejam 
 Nafas berhenti 
 Jiwa meninggalkan raga 
 Kamu kan selalu di hatiku 
  
 ",CINTA TAK DIANGGAP,Oleh Elok Pradika Purnama Putry,"CINTA TAK DIANGGAP 
 Oleh Elok Pradika Purnama Putry 
  
 Aku berdiri di atas sayup-sayup senja 
 Mencari cinta dan ketulusan yang sesungguhnya 
 Di keindahan gerimis senja yang memberiku setetes harapan 
 Aku mengenalmu karena cinta 
 Aku mencarimu karena cinta 
 Aku bersamamu juga karena cinta 
 Dan jika aku harus merelakanmu karena cinta, aku pun juga harus rela 
 Mungkin bahagiamu bukan untukku 
 Cintamu tak tercipta untukku 
 Dan hatimu tercipta hanya untuk Dia 
 Orang yang selalu mendapatkan perhatian darimu 
 Sesungguhnya aku tak pernah menyangka kau lakukan ini padaku 
 Kau tega menduakanku dan tak pernah mengakuiku 
 Apa tak pernah kau bayangkan betapa sakitnya aku tak pernah kau anggap 
 Sepenuhnya aku mengerti, kau tak akan bisa mencintaiku seperti kau mencintainya 
 Aku juga tak akan pernah memaksamu untuk kembali ke pelukanku 
 Karena aku tau cinta itu tak harus memiliki, 
 Tapi percayalah... 
 Sepenuh hati ini, sepenuh raga ini, hanya milikmu 
 Aku akan selalu mencintaimu 
 Hingga mata terpejam 
 Nafas berhenti 
 Jiwa meninggalkan raga 
 Kamu kan selalu di hatiku 
  
 "
"Ini muka penuh luka 
 Siapa punya ? 
  
 Kudengar seru menderu 
 dalam hatiku 
 Apa hanya angin lalu ? 
  
 Lagu lain pula 
 Menggelepar tengah malam buta 
  
 Ah.......!! 
  
 Segala menebal, segala mengental 
 Segala tak kukenal .............!! 
 Selamat tinggal ................! 
  
 Dari: Deru Campur Debu 
  
 ",AKU BERKACA,Oleh Chairil Anwar,"AKU BERKACA 
 Oleh Chairil Anwar 
  
 Ini muka penuh luka 
 Siapa punya ? 
  
 Kudengar seru menderu 
 dalam hatiku 
 Apa hanya angin lalu ? 
  
 Lagu lain pula 
 Menggelepar tengah malam buta 
  
 Ah.......!! 
  
 Segala menebal, segala mengental 
 Segala tak kukenal .............!! 
 Selamat tinggal ................! 
  
 Dari: Deru Campur Debu 
  
 "
"Hey... aku masih suka 
 Aku masih suka memandangimu diam-diam 
 Aku masih ingin tahu keadaan dan harimu 
 Aku masih saja ingin tersenyum saat mata kita bertautan 
 Aku masih saja menyembunyikan kesukaanku ini di tengah khalayak 
 Andai kau tahu mengapa aku menjauhimu saat ini 
 Bukan agar kau bosan karena aku tak pernah menjelaskan rasaku ini 
 Tapi ini semua demi cinta pertamaku 
 Demi kebaikanmu dan aku juga tentunya 
 Karena rasa ini belum seharusnya milikmu seorang 
 Toh, kau belum pasti akan denganku 
 Walaupun kau pernah berkata bahwa aku yang selalu kau semogakan 
 Namun, Cinta Pertamaku yang mengajarkanku kesetiaan tanpa batas 
 Cara-Nya yang tak pernah mampu ku terka selalu berhasil meluluhkan hatiku 
 Butuh cara untuk merayu-Nya untuk diizinkan mencintai sesama 
 Tidak terkecuali untuk kau dan aku sekalipun 
 Namun perlu kau tahu, aku melakukannya bukan karenamu 
 Karena keinginan memperbaiki kerusakan akhlak yang menjangkiti diriku 
 Sehingga aku mampu menaklukkan hati dan perasaanku 
 Termasuk menundukkannya ketika melihatmu sekarang 
  
 ",CINTA PERTAMAKU ALASANKU MENJAUHIMU,Oleh Siti Anisah,"CINTA PERTAMAKU ALASANKU MENJAUHIMU 
 Oleh Siti Anisah 
  
 Hey... aku masih suka 
 Aku masih suka memandangimu diam-diam 
 Aku masih ingin tahu keadaan dan harimu 
 Aku masih saja ingin tersenyum saat mata kita bertautan 
 Aku masih saja menyembunyikan kesukaanku ini di tengah khalayak 
 Andai kau tahu mengapa aku menjauhimu saat ini 
 Bukan agar kau bosan karena aku tak pernah menjelaskan rasaku ini 
 Tapi ini semua demi cinta pertamaku 
 Demi kebaikanmu dan aku juga tentunya 
 Karena rasa ini belum seharusnya milikmu seorang 
 Toh, kau belum pasti akan denganku 
 Walaupun kau pernah berkata bahwa aku yang selalu kau semogakan 
 Namun, Cinta Pertamaku yang mengajarkanku kesetiaan tanpa batas 
 Cara-Nya yang tak pernah mampu ku terka selalu berhasil meluluhkan hatiku 
 Butuh cara untuk merayu-Nya untuk diizinkan mencintai sesama 
 Tidak terkecuali untuk kau dan aku sekalipun 
 Namun perlu kau tahu, aku melakukannya bukan karenamu 
 Karena keinginan memperbaiki kerusakan akhlak yang menjangkiti diriku 
 Sehingga aku mampu menaklukkan hati dan perasaanku 
 Termasuk menundukkannya ketika melihatmu sekarang 
  
 "
"Orang-orang duduk di kursi. 
 Menanti kereta pagi. 
 Membawa ke kota tujuan. 
 Membawa ke kota harapan. 
 Orang-orang duduk di kursi. 
 Menanti kereta pagi. 
 Pria tampan berdasi. 
 Wanita cantik berseri. 
 Di Stasiun Gambir. 
 Orang-orang nyinyir. 
 Membawa beribu berita. 
 Membawa beribu tanya. 
 Cibinong, 26 Desember 2013 
  
 ",STASIUN GAMBIR SUATU PAGI,Oleh Syukur Budiardjo,"STASIUN GAMBIR SUATU PAGI 
 Oleh Syukur Budiardjo 
  
 Orang-orang duduk di kursi. 
 Menanti kereta pagi. 
 Membawa ke kota tujuan. 
 Membawa ke kota harapan. 
 Orang-orang duduk di kursi. 
 Menanti kereta pagi. 
 Pria tampan berdasi. 
 Wanita cantik berseri. 
 Di Stasiun Gambir. 
 Orang-orang nyinyir. 
 Membawa beribu berita. 
 Membawa beribu tanya. 
 Cibinong, 26 Desember 2013 
  
 "
"Puluhan tahun telah kulalui 
 Beribu hari telah kuhadapi 
 Kini aku bertemankan sepi 
 Saat hati memintaku untuk memulai 
 Memulai mencari ragaku.. 
  
 Aku mulai berjalan menyelusuri sedari pagi 
 Hingga gelap tak ada satu pun yang bisa kutumpangi 
 Oh Tuhan... 
 Bagaimana ini ? 
  
 Perlahan, langkah kaki ku melemah 
 Seakan-akan terhenti 
 Mataku memanas, mengalir air di pelupuk mata 
 Aku teringat akan jasa Ibu ku 
 Kemudian aku memulainya dengan berlari-lari kecil... 
  
 ",RENUNGAN KU,Oleh Masitah Radhana,"RENUNGAN KU 
 Oleh Masitah Radhana 
  
 Puluhan tahun telah kulalui 
 Beribu hari telah kuhadapi 
 Kini aku bertemankan sepi 
 Saat hati memintaku untuk memulai 
 Memulai mencari ragaku.. 
  
 Aku mulai berjalan menyelusuri sedari pagi 
 Hingga gelap tak ada satu pun yang bisa kutumpangi 
 Oh Tuhan... 
 Bagaimana ini ? 
  
 Perlahan, langkah kaki ku melemah 
 Seakan-akan terhenti 
 Mataku memanas, mengalir air di pelupuk mata 
 Aku teringat akan jasa Ibu ku 
 Kemudian aku memulainya dengan berlari-lari kecil... 
  
 "
"Harapan ini sudah hancur... 
 Seperti debu yang bertebaran tertiup angin.. 
 Yang tak dapat kita rasakan.. 
 Tak seharusnya aku berharap ke kamu... 
 Karena... 
 Mengharapkan dirimu itu mudah... 
 Tetapi... 
 Mendapatkan dirimu itu sangatlah sulit.. 
 Ku tau kau menyukai orang lain... 
 Ku tau kau mencintai orang lain.. 
 Kini saat nya ku belajar tuk mengharapkan dirimu... 
 Berhenti tuk mengharap mendapatkan dirimu... 
 Terimakasih.. 
 Kau telah hadir dalam hidupku... 
 Terimakasih... 
 Kau telah hadir dalam hatiku... 
  
 ",GALAU,Oleh Nurmadani,"GALAU 
 Oleh Nurmadani 
  
 Harapan ini sudah hancur... 
 Seperti debu yang bertebaran tertiup angin.. 
 Yang tak dapat kita rasakan.. 
 Tak seharusnya aku berharap ke kamu... 
 Karena... 
 Mengharapkan dirimu itu mudah... 
 Tetapi... 
 Mendapatkan dirimu itu sangatlah sulit.. 
 Ku tau kau menyukai orang lain... 
 Ku tau kau mencintai orang lain.. 
 Kini saat nya ku belajar tuk mengharapkan dirimu... 
 Berhenti tuk mengharap mendapatkan dirimu... 
 Terimakasih.. 
 Kau telah hadir dalam hidupku... 
 Terimakasih... 
 Kau telah hadir dalam hatiku... 
  
 "
"Hanya dapat memiliki dalam mimpi 
 Hanya bisa bercanda dalam imajinasi 
 Hanya sendiri hati yang merasa 
 Namun aku bahagia 
  
 Kau yang jauh dari jangkauanku 
 Apakah aku mampu meraihmu? 
 Kau yang sekarang sudah dimiliki 
 Apakah aku sanggup untuk selalu begini? 
  
 Seandainya saja sekarang kau sendiri 
 Belum memiliki dan dimiliki dia 
 Mungkin hanya  tak sekedar mengagumi 
 Aku akan berusaha untuk bisa . . . 
  
 Karena . . . 
 Bayangmu tak pernah bosan menari di benakku 
 Tentang dirimu selalu hinggap di pikiranku 
 Namun, aku tak berani untuk melakukan lebih dari ini 
 Cukup bagiku hanya cinta dalam hati 
  
 ",CINTA DALAM HATI,Puisi Murni Oktarina,"CINTA DALAM HATI 
 Puisi Murni Oktarina 
  
 Hanya dapat memiliki dalam mimpi 
 Hanya bisa bercanda dalam imajinasi 
 Hanya sendiri hati yang merasa 
 Namun aku bahagia 
  
 Kau yang jauh dari jangkauanku 
 Apakah aku mampu meraihmu? 
 Kau yang sekarang sudah dimiliki 
 Apakah aku sanggup untuk selalu begini? 
  
 Seandainya saja sekarang kau sendiri 
 Belum memiliki dan dimiliki dia 
 Mungkin hanya  tak sekedar mengagumi 
 Aku akan berusaha untuk bisa . . . 
  
 Karena . . . 
 Bayangmu tak pernah bosan menari di benakku 
 Tentang dirimu selalu hinggap di pikiranku 
 Namun, aku tak berani untuk melakukan lebih dari ini 
 Cukup bagiku hanya cinta dalam hati 
  
 "
"Malam ini sungguh tak mengenalku 
 Dan tidak ada cahayapun yang sanggup menerangi gelap salju. 
 Hanya Suara remang mengadu ia.. 
 lafatkan firmanMU 
 Teringat seribu dosa ingin aku muncratkan bersama lindir air manidi setiap tembok pengampunan ini. 
 Sungguh tak kuasa denyut jantungku menahan rindu, 
 Meneteskan air mata seperti dulu, 
 Ku agungkan nama-MU 
 Di setiap sujudku, 
 Dan ku harap semua dalam ampunanMU. 
  
 ",TUHAN...!!!,Oleh Abuyamin,"TUHAN...!!! 
 Oleh Abuyamin 
  
 Malam ini sungguh tak mengenalku 
 Dan tidak ada cahayapun yang sanggup menerangi gelap salju. 
 Hanya Suara remang mengadu ia.. 
 lafatkan firmanMU 
 Teringat seribu dosa ingin aku muncratkan bersama lindir air manidi setiap tembok pengampunan ini. 
 Sungguh tak kuasa denyut jantungku menahan rindu, 
 Meneteskan air mata seperti dulu, 
 Ku agungkan nama-MU 
 Di setiap sujudku, 
 Dan ku harap semua dalam ampunanMU. 
  
 "
"Masih adakah yang menerima ku apa adanya 
 Masih adakah yang mengerti aku 
 Masih adakah yang menyanyangi ku dengan tulus.. 
 Ku sadari aku tidaklah sempurna 
 Tapi salahkah jika aku bahagia dengan mu 
 Aku ingin merasakan seperti mereka.. 
 Mungkin aku hanya bisa bermimpi 
 Bermimpi memiliki kebahagiaan darimu 
 Mungkin aku hanya dapat mencintaimu 
 Meski dirimu tak pernah mencintaiku.. 
  
 ",MASIH ADAKAH,Oleh Hanna Cristina,"MASIH ADAKAH 
 Oleh Hanna Cristina 
  
 Masih adakah yang menerima ku apa adanya 
 Masih adakah yang mengerti aku 
 Masih adakah yang menyanyangi ku dengan tulus.. 
 Ku sadari aku tidaklah sempurna 
 Tapi salahkah jika aku bahagia dengan mu 
 Aku ingin merasakan seperti mereka.. 
 Mungkin aku hanya bisa bermimpi 
 Bermimpi memiliki kebahagiaan darimu 
 Mungkin aku hanya dapat mencintaimu 
 Meski dirimu tak pernah mencintaiku.. 
  
 "
"Jalan itu milik kita 
 Jalan yang mengabadikan nostalgia 
 Aku memandangnya sekarang yang berdebu, berserakan 
 Yang dulu bersama kita rawat 
 Ataukah memang seseorang yang melakukanya 
 Pohon-pohon merintih, menanti kita untuk kembali bersenandung 
 Burung-burung yang meneteskan air mata 
 Merindukan kita untuk berjelajah 
 Namun jalan itu bukan milik kita 
 Sekarang jalan itu menjadi cinta 
 Cinta yang pudar 
 Jalan kita 
 Cinta Kita 
 Yang dulu .. 
  
 ",JALAN KITA,Oleh Adhi Nugraha,"JALAN KITA 
 Oleh Adhi Nugraha 
  
 Jalan itu milik kita 
 Jalan yang mengabadikan nostalgia 
 Aku memandangnya sekarang yang berdebu, berserakan 
 Yang dulu bersama kita rawat 
 Ataukah memang seseorang yang melakukanya 
 Pohon-pohon merintih, menanti kita untuk kembali bersenandung 
 Burung-burung yang meneteskan air mata 
 Merindukan kita untuk berjelajah 
 Namun jalan itu bukan milik kita 
 Sekarang jalan itu menjadi cinta 
 Cinta yang pudar 
 Jalan kita 
 Cinta Kita 
 Yang dulu .. 
  
 "
"Wahai para pejabat 
 Segeralah engkau bertobat 
 Perbuatan penuh laknat 
 Tlah siksa hati rakyat 
 Wahai petinggi negara 
 Janganlah kau semena-mena 
 Hidupmu dipenuhi harta 
 Hidupmu berebutkan tahta 
 Namun kau masih serakah jua 
 Wahai pemimpin kami 
 Yang dihormati dan disegani 
 Dengarkanlah kami merintih 
 Kami tak butuh belas kasih 
 Namun keadilan di negeri ini 
 Wahai sang penguasa 
 Jalankanlah amanah sebagaimana mestinya 
 Sesumbar janji tlah kau keluarkan 
 Namun tak secuilpun yang kau tepati 
 Oh Tuhan illahi rabbi 
 Hukumlah pemimpin kami 
 Yang ingkar janji 
 Yang jauh dari kami 
  
 ",WAKIL RAKYAT,Oleh Izzul Akbar Islamudin,"WAKIL RAKYAT 
 Oleh Izzul Akbar Islamudin 
  
 Wahai para pejabat 
 Segeralah engkau bertobat 
 Perbuatan penuh laknat 
 Tlah siksa hati rakyat 
 Wahai petinggi negara 
 Janganlah kau semena-mena 
 Hidupmu dipenuhi harta 
 Hidupmu berebutkan tahta 
 Namun kau masih serakah jua 
 Wahai pemimpin kami 
 Yang dihormati dan disegani 
 Dengarkanlah kami merintih 
 Kami tak butuh belas kasih 
 Namun keadilan di negeri ini 
 Wahai sang penguasa 
 Jalankanlah amanah sebagaimana mestinya 
 Sesumbar janji tlah kau keluarkan 
 Namun tak secuilpun yang kau tepati 
 Oh Tuhan illahi rabbi 
 Hukumlah pemimpin kami 
 Yang ingkar janji 
 Yang jauh dari kami 
  
 "
"Teriakan Hala Mádrid akan terus membumi. Kepala kami tetap tegak. Kepalan tangan kami masih berdiri menuju langit. 
 Kami tidak berada di belakangmu, Tapi sejajar di sampingmu. Kemenanganmu membuat bibirku berteriak. Kekalahanmu tak membuat kami lesu. 
 Kau tak gentar demiberkibarnya putih mu.. Permainanmu secepat kilat. Gol mu sebanya penghuni Santiago Bèrnabeu. 
  
 ",REAL MADRID,Oleh Muhammad Ibrahim Al Gozali,"REAL MADRID 
 Oleh Muhammad Ibrahim Al Gozali 
  
 Teriakan Hala Mádrid akan terus membumi. Kepala kami tetap tegak. Kepalan tangan kami masih berdiri menuju langit. 
 Kami tidak berada di belakangmu, Tapi sejajar di sampingmu. Kemenanganmu membuat bibirku berteriak. Kekalahanmu tak membuat kami lesu. 
 Kau tak gentar demiberkibarnya putih mu.. Permainanmu secepat kilat. Gol mu sebanya penghuni Santiago Bèrnabeu. 
  
 "
"Jemariku Kaku 
 Otakku beku 
 Lihat, dia di sana! 
 Lihat, dia tertawa! 
 Ku coba mengulang memori, 
 Ku ingin menyelam ke dasar hati, 
 Dia tersenyum 
 Dia buatku murung 
 Ah, sudahlah 
 Kita memang sudah berpisah 
 Begitu banyak yang ingin kutulis 
 Amat ingin jemari ini menari dengan pena dan tinta 
 Segala cinta tentang dirinya 
 Meski kini tak ada lagi cinta ini 
 Ingin hati bercerita banyak 
 Mungkin tentang cinta 
 Pasti tentang luka 
 Tentang hadiah yang belum sempat kuberi 
 Tentang cerita yang terkubur selamanya 
 Tentang perasaan yang tersimpan baik 
 Tentang luka yang mengunyah jantung 
 Tapi sudah kuputuskan 
 Tak bisa aku tulis semua itu 
 Agar perasaan ini tidak hidup kembali 
 Rasa ini harus selamanya mati 
 Hingga tiba saatnya aku pergi 
 Menutup mata tak bangun lagi 
  
 ",LISTEN TO MY HEART,Oleh Indhry,"LISTEN TO MY HEART 
 Oleh Indhry 
  
 Jemariku Kaku 
 Otakku beku 
 Lihat, dia di sana! 
 Lihat, dia tertawa! 
 Ku coba mengulang memori, 
 Ku ingin menyelam ke dasar hati, 
 Dia tersenyum 
 Dia buatku murung 
 Ah, sudahlah 
 Kita memang sudah berpisah 
 Begitu banyak yang ingin kutulis 
 Amat ingin jemari ini menari dengan pena dan tinta 
 Segala cinta tentang dirinya 
 Meski kini tak ada lagi cinta ini 
 Ingin hati bercerita banyak 
 Mungkin tentang cinta 
 Pasti tentang luka 
 Tentang hadiah yang belum sempat kuberi 
 Tentang cerita yang terkubur selamanya 
 Tentang perasaan yang tersimpan baik 
 Tentang luka yang mengunyah jantung 
 Tapi sudah kuputuskan 
 Tak bisa aku tulis semua itu 
 Agar perasaan ini tidak hidup kembali 
 Rasa ini harus selamanya mati 
 Hingga tiba saatnya aku pergi 
 Menutup mata tak bangun lagi 
  
 "
"Biarkan air mata ini mengalir untuknya 
 Biarkan saja aku tersesat dalam gelap cinta 
 Aku akan tetap merindu.. 
 Aku akan tetap menanti.. 
 Selama aku masih bisa berdiri 
 Selama aku masih bisa bernafas 
 Aku masih mencintaimu.. 
 Aku masih mengenangmu.. 
 Biarkan aku terluka Karna cintaku 
 Biarkan aku tertusuk oleh diriku 
 Di hati hanya ada sepenggal doa.. 
 Agar kau merasakan apa yang aku rasa 
  
 ",KETULUSANKU,Oleh Devi Bella Efendi,"KETULUSANKU 
 Oleh Devi Bella Efendi 
  
 Biarkan air mata ini mengalir untuknya 
 Biarkan saja aku tersesat dalam gelap cinta 
 Aku akan tetap merindu.. 
 Aku akan tetap menanti.. 
 Selama aku masih bisa berdiri 
 Selama aku masih bisa bernafas 
 Aku masih mencintaimu.. 
 Aku masih mengenangmu.. 
 Biarkan aku terluka Karna cintaku 
 Biarkan aku tertusuk oleh diriku 
 Di hati hanya ada sepenggal doa.. 
 Agar kau merasakan apa yang aku rasa 
  
 "
"Saat semua perjuangan sudah tak lagi berarti... 
 Saat semua hati tak lagi berkasih... 
 Kala yang diam semakin dicaci.... 
 Yang salah kian dipuji.... 
  
 Ketika ego merajai... 
 Pertengkaran selalu menjadi solusi... 
 Semua akal tak lagi ada kata peduli... 
 Semua berjalan menjadi nafsi nafsi... 
  
 Maka... 
 Saat itulah.... 
 Kesengsaraan adalah jalan yg tkkn trlewatkn... 
 Ketakutan akan selalu terbayang... 
  
 Di bumi pertiwi.... 
 Di negri yang dulu selalu dipuji... 
 Namun kini... 
 Menangis pilu akan segala uji.... 
  
 ",KETIKA EGO MERAJAI,Oleh Atikah,"KETIKA EGO MERAJAI 
 Oleh Atikah 
  
 Saat semua perjuangan sudah tak lagi berarti... 
 Saat semua hati tak lagi berkasih... 
 Kala yang diam semakin dicaci.... 
 Yang salah kian dipuji.... 
  
 Ketika ego merajai... 
 Pertengkaran selalu menjadi solusi... 
 Semua akal tak lagi ada kata peduli... 
 Semua berjalan menjadi nafsi nafsi... 
  
 Maka... 
 Saat itulah.... 
 Kesengsaraan adalah jalan yg tkkn trlewatkn... 
 Ketakutan akan selalu terbayang... 
  
 Di bumi pertiwi.... 
 Di negri yang dulu selalu dipuji... 
 Namun kini... 
 Menangis pilu akan segala uji.... 
  
 "
"Aku kelabu, 
 Samar, 
 Laksana awan hitam yang pekat 
 Layu, 
 Seperti mawar yang tak lagi terawat.. 
  
 Namun, 
 Sosok itu datang menghampiri ku.. 
 Dengan lembutnya ia memberikanku setitik warna putih.. 
 Memboyongku ke arah cahaya 
 Hingga akhirnya aku tersinari.. 
  
 Kau.. 
 Siapa kau? 
 Sungguh kini kau terlihat asing bagiku.. 
 Tatapanmu berbinar kasih yang belum mampu ku jamah .. 
 Senyumanmu, 
 Terulum manis yang tertangkap oleh pandangan mata.. 
  
 Kau, 
 Siapa kau? 
 Hadir laksana air yang memberikanku minum.. 
 Hingga kini aku kembali mekar.. 
 Tumbuh.. 
 Dan memancarkan warna merah pada setiap sudut kelopak indahku.. 
  
 Aku ingin acuh, 
 Namun aku tak mampu.. 
 Kau berbeda.. 
 Walau sebenarnya aku pun tak pernah tahu siapa engkau.. 
 Wajahmu masih tersamarkan oleh cahaya biasmu., 
 Aku tak mampu melihat.. 
 Kau belum nampak jelas dalam pandangan ini.. 
  
 Hati ini bertanya.. 
 Mampukah aku menemuimu kala aku menjadi putih? 
 Ataukah aku akan melihatmu kala aku tersinari oleh cahaya? 
 Bahkan mungkin.. 
 Aku tak akan pernah mengetahuimu.. 
 Sampai aku kembali layu?? 
  
 Siapa kau duhai pecinta kalam Ilahi Rabbi?? 
 Dekatkan daku padamu.. 
 Hingga aku dapat berjalan beriringan bersamamu.. 
  
 Dengarkan aku dalam lirih ini, 
 Aksara kata yang tersumbat oleh kelunya lidah.. 
 Mengunci mulutku untuk menjadi bisu.. 
 Pendengaran yang terpenjara.. 
 Membuatku tuli.. 
 Mata yang tertutup, 
 Membuatku buta.. 
 Buta.. 
 Buta.. 
 Sehingga aku tak mau tahu siapa sosokmu.. 
 Aah.. 
 Aku selalu menepi dalam kesendirian 
 Bingung.. 
 Tak tahu arah.. 
 Lelah.. 
 Dan terkapar lemah.. 
  
 Bolehkah aku mengira? 
 Menerka-nerka celah warna yang kau berikan.. 
 membayangkan sudut wajah yang tersamarkan.. 
  
 Kau putih.. 
 Aku kelabu.. 
 Kau mekar.. 
 Aku layu.. 
 Dan kini, 
 Kau ada.. 
 Namun aku tiada.. 
  
 ",SAMAR,Oleh Anna Zakiyyah Derajat,"SAMAR 
 Oleh Anna Zakiyyah Derajat 
  
 Aku kelabu, 
 Samar, 
 Laksana awan hitam yang pekat 
 Layu, 
 Seperti mawar yang tak lagi terawat.. 
  
 Namun, 
 Sosok itu datang menghampiri ku.. 
 Dengan lembutnya ia memberikanku setitik warna putih.. 
 Memboyongku ke arah cahaya 
 Hingga akhirnya aku tersinari.. 
  
 Kau.. 
 Siapa kau? 
 Sungguh kini kau terlihat asing bagiku.. 
 Tatapanmu berbinar kasih yang belum mampu ku jamah .. 
 Senyumanmu, 
 Terulum manis yang tertangkap oleh pandangan mata.. 
  
 Kau, 
 Siapa kau? 
 Hadir laksana air yang memberikanku minum.. 
 Hingga kini aku kembali mekar.. 
 Tumbuh.. 
 Dan memancarkan warna merah pada setiap sudut kelopak indahku.. 
  
 Aku ingin acuh, 
 Namun aku tak mampu.. 
 Kau berbeda.. 
 Walau sebenarnya aku pun tak pernah tahu siapa engkau.. 
 Wajahmu masih tersamarkan oleh cahaya biasmu., 
 Aku tak mampu melihat.. 
 Kau belum nampak jelas dalam pandangan ini.. 
  
 Hati ini bertanya.. 
 Mampukah aku menemuimu kala aku menjadi putih? 
 Ataukah aku akan melihatmu kala aku tersinari oleh cahaya? 
 Bahkan mungkin.. 
 Aku tak akan pernah mengetahuimu.. 
 Sampai aku kembali layu?? 
  
 Siapa kau duhai pecinta kalam Ilahi Rabbi?? 
 Dekatkan daku padamu.. 
 Hingga aku dapat berjalan beriringan bersamamu.. 
  
 Dengarkan aku dalam lirih ini, 
 Aksara kata yang tersumbat oleh kelunya lidah.. 
 Mengunci mulutku untuk menjadi bisu.. 
 Pendengaran yang terpenjara.. 
 Membuatku tuli.. 
 Mata yang tertutup, 
 Membuatku buta.. 
 Buta.. 
 Buta.. 
 Sehingga aku tak mau tahu siapa sosokmu.. 
 Aah.. 
 Aku selalu menepi dalam kesendirian 
 Bingung.. 
 Tak tahu arah.. 
 Lelah.. 
 Dan terkapar lemah.. 
  
 Bolehkah aku mengira? 
 Menerka-nerka celah warna yang kau berikan.. 
 membayangkan sudut wajah yang tersamarkan.. 
  
 Kau putih.. 
 Aku kelabu.. 
 Kau mekar.. 
 Aku layu.. 
 Dan kini, 
 Kau ada.. 
 Namun aku tiada.. 
  
 "
